index,id,terrestrial_date,sol,ls,season,min_temp,max_temp,pressure,wind_speed,atmo_opacity
750,2729,2020-09-03,2871,270,Month 10,-69.0,0.0,885.0,,Sunny
751,2728,2020-09-01,2870,269,Month 9,-69.0,1.0,888.0,,Sunny
752,2727,2020-08-31,2869,268,Month 9,-70.0,-2.0,887.0,,Sunny
753,2726,2020-08-30,2868,268,Month 9,-69.0,0.0,887.0,,Sunny
754,2722,2020-08-29,2867,267,Month 9,-69.0,-3.0,889.0,,Sunny
755,2724,2020-08-28,2866,266,Month 9,-69.0,-1.0,888.0,,Sunny
756,2723,2020-08-27,2865,266,Month 9,-68.0,1.0,887.0,,Sunny
757,2725,2020-08-26,2864,265,Month 9,-68.0,-3.0,885.0,,Sunny
758,2721,2020-08-25,2863,264,Month 9,-68.0,0.0,883.0,,Sunny
759,2720,2020-08-24,2862,264,Month 9,-67.0,-3.0,884.0,,Sunny
760,2719,2020-08-23,2861,263,Month 9,-67.0,2.0,885.0,,Sunny
761,2717,2020-08-22,2860,263,Month 9,-68.0,-1.0,884.0,,Sunny
762,2718,2020-08-21,2859,262,Month 9,-67.0,0.0,886.0,,Sunny
763,2716,2020-08-20,2858,261,Month 9,-68.0,-1.0,886.0,,Sunny
764,2715,2020-08-19,2857,261,Month 9,-67.0,1.0,888.0,,Sunny
765,2713,2020-08-18,2856,260,Month 9,-67.0,-2.0,889.0,,Sunny
766,2714,2020-08-17,2855,259,Month 9,-69.0,-3.0,890.0,,Sunny
767,2710,2020-08-16,2854,259,Month 9,-69.0,-1.0,894.0,,Sunny
768,2712,2020-08-15,2853,258,Month 9,-68.0,0.0,894.0,,Sunny
769,2711,2020-08-14,2852,257,Month 9,-69.0,0.0,894.0,,Sunny
770,2708,2020-08-13,2851,257,Month 9,-68.0,-1.0,894.0,,Sunny
771,2707,2020-08-12,2850,256,Month 9,-68.0,-4.0,896.0,,Sunny
772,2709,2020-08-11,2849,255,Month 9,-74.0,4.0,894.0,,Sunny
773,2706,2020-08-10,2848,255,Month 9,-69.0,-2.0,893.0,,Sunny
774,2705,2020-08-09,2847,254,Month 9,-68.0,3.0,895.0,,Sunny
775,2702,2020-08-08,2846,253,Month 9,-67.0,0.0,894.0,,Sunny
776,2703,2020-08-07,2845,253,Month 9,-68.0,-1.0,892.0,,Sunny
777,2704,2020-08-06,2844,252,Month 9,-99.0,-1.0,889.0,,Sunny
778,2700,2020-08-05,2843,251,Month 9,-69.0,-8.0,889.0,,Sunny
779,2701,2020-08-04,2842,251,Month 9,-68.0,-1.0,890.0,,Sunny
780,2699,2020-08-03,2841,250,Month 9,-68.0,3.0,889.0,,Sunny
781,2698,2020-08-02,2840,249,Month 9,-72.0,0.0,889.0,,Sunny
782,2696,2020-08-01,2839,249,Month 9,-68.0,-1.0,893.0,,Sunny
783,2697,2020-07-31,2838,248,Month 9,-68.0,-3.0,892.0,,Sunny
784,2695,2020-07-30,2837,248,Month 9,-67.0,-5.0,892.0,,Sunny
785,2694,2020-07-29,2836,247,Month 9,-71.0,1.0,890.0,,Sunny
786,2692,2020-07-28,2835,246,Month 9,-68.0,-7.0,890.0,,Sunny
787,2693,2020-07-27,2834,246,Month 9,-67.0,0.0,888.0,,Sunny
788,2689,2020-07-25,2833,245,Month 9,-66.0,0.0,888.0,,Sunny
789,2687,2020-07-24,2832,244,Month 9,-70.0,0.0,887.0,,Sunny
790,2690,2020-07-23,2831,244,Month 9,-68.0,1.0,885.0,,Sunny
791,2691,2020-07-22,2830,243,Month 9,-66.0,-1.0,884.0,,Sunny
792,2688,2020-07-21,2829,242,Month 9,-66.0,1.0,882.0,,Sunny
793,2684,2020-07-20,2828,242,Month 9,-67.0,-6.0,882.0,,Sunny
794,2686,2020-07-19,2827,241,Month 9,-64.0,-6.0,881.0,,Sunny
795,2685,2020-07-18,2826,240,Month 9,-67.0,-7.0,882.0,,Sunny
796,2682,2020-07-17,2825,240,Month 9,-67.0,-9.0,881.0,,Sunny
797,2683,2020-07-16,2824,239,Month 8,-66.0,-4.0,879.0,,Sunny
798,2681,2020-07-15,2823,238,Month 8,-70.0,-5.0,880.0,,Sunny
799,2680,2020-07-14,2822,238,Month 8,-70.0,-5.0,878.0,,Sunny
800,2679,2020-07-13,2821,237,Month 8,-66.0,-7.0,875.0,,Sunny
801,2678,2020-07-12,2820,236,Month 8,-67.0,0.0,876.0,,Sunny
802,2677,2020-07-11,2819,236,Month 8,-67.0,-4.0,874.0,,Sunny
803,2676,2020-07-10,2818,235,Month 8,-67.0,-6.0,873.0,,Sunny
804,2674,2020-07-09,2817,235,Month 8,-65.0,-4.0,873.0,,Sunny
805,2675,2020-07-08,2816,234,Month 8,-52.0,-1.0,843.0,,Sunny
806,2673,2020-07-06,2814,233,Month 8,-63.0,-53.0,895.0,,Sunny
807,2672,2020-07-05,2813,232,Month 8,-65.0,-2.0,864.0,,Sunny
808,2669,2020-07-04,2812,231,Month 8,-67.0,0.0,865.0,,Sunny
809,2670,2020-07-03,2811,231,Month 8,-64.0,-1.0,863.0,,Sunny
810,2668,2020-07-02,2810,230,Month 8,-52.0,-1.0,832.0,,Sunny
811,2671,2020-06-29,2807,228,Month 8,-66.0,-1.0,869.0,,Sunny
812,2667,2020-06-28,2806,227,Month 8,-65.0,-1.0,858.0,,Sunny
813,2665,2020-06-27,2805,227,Month 8,-99.0,1.0,859.0,,Sunny
814,2664,2020-06-26,2804,226,Month 8,-66.0,-1.0,860.0,,Sunny
815,2666,2020-06-25,2803,225,Month 8,-100.0,1.0,854.0,,Sunny
816,2663,2020-06-24,2802,225,Month 8,-69.0,-3.0,855.0,,Sunny
817,2662,2020-06-23,2801,224,Month 8,-67.0,0.0,850.0,,Sunny
818,2661,2020-06-22,2800,224,Month 8,-67.0,3.0,847.0,,Sunny
819,2660,2020-06-21,2799,223,Month 8,-66.0,5.0,843.0,,Sunny
820,2659,2020-06-20,2798,222,Month 8,-67.0,4.0,844.0,,Sunny
821,2658,2020-06-18,2797,222,Month 8,-71.0,1.0,842.0,,Sunny
822,2657,2020-06-17,2796,221,Month 8,-68.0,3.0,839.0,,Sunny
823,2656,2020-06-16,2795,220,Month 8,-70.0,6.0,840.0,,Sunny
824,2655,2020-06-15,2794,220,Month 8,-68.0,3.0,834.0,,Sunny
825,2654,2020-06-14,2793,219,Month 8,-68.0,6.0,832.0,,Sunny
826,2652,2020-06-13,2792,218,Month 8,-68.0,5.0,833.0,,Sunny
827,2653,2020-06-12,2791,218,Month 8,-67.0,3.0,830.0,,Sunny
828,2651,2020-06-11,2790,217,Month 8,-66.0,3.0,831.0,,Sunny
829,2649,2020-06-10,2789,217,Month 8,-67.0,-4.0,829.0,,Sunny
830,2650,2020-06-09,2788,216,Month 8,-68.0,-4.0,830.0,,Sunny
831,2648,2020-06-08,2787,215,Month 8,-69.0,-4.0,828.0,,Sunny
832,2647,2020-06-07,2786,215,Month 8,-68.0,-3.0,825.0,,Sunny
833,2645,2020-06-06,2785,214,Month 8,-69.0,-3.0,824.0,,Sunny
834,2646,2020-06-05,2784,213,Month 8,-68.0,-5.0,817.0,,Sunny
835,2643,2020-06-04,2783,213,Month 8,-69.0,-5.0,817.0,,Sunny
836,2644,2020-06-03,2782,212,Month 8,-66.0,-4.0,815.0,,Sunny
837,2642,2020-06-02,2781,212,Month 8,-67.0,0.0,814.0,,Sunny
838,2641,2020-06-01,2780,211,Month 8,-70.0,0.0,813.0,,Sunny
839,2640,2020-05-31,2779,210,Month 8,-67.0,-5.0,810.0,,Sunny
840,2639,2020-05-30,2778,210,Month 8,-67.0,-7.0,811.0,,Sunny
841,2638,2020-05-29,2777,209,Month 7,-69.0,-7.0,808.0,,Sunny
842,2634,2020-05-28,2776,208,Month 7,-69.0,-6.0,804.0,,Sunny
843,2636,2020-05-27,2775,208,Month 7,-69.0,-7.0,805.0,,Sunny
844,2637,2020-05-26,2774,207,Month 7,-67.0,-5.0,802.0,,Sunny
845,2635,2020-05-25,2773,207,Month 7,-69.0,-6.0,801.0,,Sunny
846,2632,2020-05-24,2772,206,Month 7,-68.0,-5.0,799.0,,Sunny
847,2633,2020-05-23,2771,205,Month 7,-70.0,-7.0,796.0,,Sunny
848,2631,2020-05-22,2770,205,Month 7,-69.0,-6.0,797.0,,Sunny
849,2629,2020-05-21,2769,204,Month 7,-69.0,-4.0,793.0,,Sunny
850,2630,2020-05-20,2768,203,Month 7,-69.0,-5.0,791.0,,Sunny
851,2628,2020-05-19,2767,203,Month 7,-69.0,-6.0,791.0,,Sunny
852,2627,2020-05-18,2766,202,Month 7,-69.0,-7.0,788.0,,Sunny
853,2626,2020-05-17,2765,202,Month 7,-69.0,-6.0,787.0,,Sunny
854,2624,2020-05-16,2764,201,Month 7,-68.0,-6.0,786.0,,Sunny
855,2625,2020-05-15,2763,200,Month 7,-67.0,-6.0,782.0,,Sunny
856,2622,2020-05-14,2762,200,Month 7,-68.0,-6.0,781.0,,Sunny
857,2623,2020-05-12,2761,199,Month 7,-67.0,-7.0,779.0,,Sunny
858,2621,2020-05-11,2760,199,Month 7,-70.0,-7.0,778.0,,Sunny
859,2620,2020-05-10,2759,198,Month 7,-69.0,-5.0,777.0,,Sunny
860,2618,2020-05-09,2758,197,Month 7,-68.0,-6.0,775.0,,Sunny
861,2619,2020-05-08,2757,197,Month 7,-71.0,-6.0,773.0,,Sunny
862,2617,2020-05-07,2756,196,Month 7,-69.0,-7.0,771.0,,Sunny
863,2616,2020-05-06,2755,195,Month 7,-70.0,-7.0,769.0,,Sunny
864,2615,2020-05-05,2754,195,Month 7,-69.0,-8.0,769.0,,Sunny
865,2614,2020-05-04,2753,194,Month 7,-69.0,-7.0,767.0,,Sunny
866,2613,2020-05-03,2752,194,Month 7,-69.0,-6.0,766.0,,Sunny
867,2610,2020-05-02,2751,193,Month 7,-68.0,-7.0,765.0,,Sunny
868,2612,2020-05-01,2750,192,Month 7,-69.0,-7.0,763.0,,Sunny
869,2611,2020-04-30,2749,192,Month 7,-67.0,-7.0,762.0,,Sunny
870,2609,2020-04-29,2748,191,Month 7,-68.0,-9.0,761.0,,Sunny
871,2608,2020-04-28,2747,191,Month 7,-69.0,-9.0,761.0,,Sunny
872,2607,2020-04-27,2746,190,Month 7,-70.0,-9.0,759.0,,Sunny
873,2604,2020-04-26,2745,189,Month 7,-70.0,-4.0,757.0,,Sunny
874,2606,2020-04-25,2744,189,Month 7,-68.0,8.0,755.0,,Sunny
875,2603,2020-04-24,2743,188,Month 7,-68.0,-3.0,753.0,,Sunny
876,2605,2020-04-23,2742,188,Month 7,-68.0,-3.0,752.0,,Sunny
877,2602,2020-04-22,2741,187,Month 7,-69.0,-1.0,752.0,,Sunny
878,2599,2020-04-19,2738,185,Month 7,-69.0,0.0,745.0,,Sunny
879,2598,2020-04-18,2737,185,Month 7,-67.0,0.0,745.0,,Sunny
880,2600,2020-04-17,2736,184,Month 7,-70.0,0.0,745.0,,Sunny
881,2601,2020-04-16,2735,184,Month 7,-67.0,-3.0,743.0,,Sunny
882,2596,2020-04-15,2734,183,Month 7,-66.0,-6.0,744.0,,Sunny
883,2597,2020-04-14,2733,182,Month 7,-69.0,-11.0,742.0,,Sunny
884,2595,2020-04-13,2732,182,Month 7,-69.0,-8.0,739.0,,Sunny
885,2593,2020-04-12,2731,181,Month 7,-68.0,-4.0,739.0,,Sunny
886,2591,2020-04-11,2730,181,Month 7,-68.0,-11.0,740.0,,Sunny
887,2592,2020-04-10,2729,180,Month 7,-68.0,-4.0,737.0,,Sunny
888,2594,2020-04-09,2728,179,Month 6,-68.0,-2.0,737.0,,Sunny
889,2590,2020-04-08,2727,179,Month 6,-68.0,-5.0,735.0,,Sunny
890,2588,2020-04-07,2726,178,Month 6,-68.0,-4.0,734.0,,Sunny
891,2589,2020-04-06,2725,178,Month 6,-68.0,-4.0,733.0,,Sunny
892,2585,2020-04-04,2724,177,Month 6,-68.0,-6.0,732.0,,Sunny
893,2587,2020-04-03,2723,177,Month 6,-68.0,-4.0,732.0,,Sunny
894,2586,2020-04-02,2722,176,Month 6,-67.0,-3.0,731.0,,Sunny
895,2584,2020-04-01,2721,175,Month 6,-71.0,-5.0,731.0,,Sunny
896,2583,2020-03-31,2720,175,Month 6,-69.0,-7.0,728.0,,Sunny
897,2582,2020-03-30,2719,174,Month 6,-69.0,-10.0,728.0,,Sunny
898,2581,2020-03-29,2718,174,Month 6,-68.0,-8.0,727.0,,Sunny
899,2579,2020-03-28,2717,173,Month 6,-68.0,-5.0,727.0,,Sunny
900,2578,2020-03-27,2716,173,Month 6,-69.0,-6.0,726.0,,Sunny
901,2580,2020-03-26,2715,172,Month 6,-68.0,-6.0,724.0,,Sunny
902,2576,2020-03-25,2714,171,Month 6,-68.0,-9.0,723.0,,Sunny
903,2577,2020-03-24,2713,171,Month 6,-70.0,-6.0,722.0,,Sunny
904,2575,2020-03-23,2712,170,Month 6,-69.0,-5.0,721.0,,Sunny
905,2574,2020-03-22,2711,170,Month 6,-69.0,-6.0,721.0,,Sunny
906,2573,2020-03-21,2710,169,Month 6,-70.0,-6.0,721.0,,Sunny
907,2571,2020-03-20,2709,169,Month 6,-69.0,-6.0,720.0,,Sunny
908,2572,2020-03-19,2708,168,Month 6,-69.0,-5.0,720.0,,Sunny
909,2570,2020-03-18,2707,168,Month 6,-69.0,-7.0,718.0,,Sunny
910,2568,2020-03-16,2705,166,Month 6,-70.0,-12.0,718.0,,Sunny
911,2569,2020-03-15,2704,166,Month 6,-70.0,-8.0,718.0,,Sunny
912,2566,2020-03-14,2703,165,Month 6,-70.0,-8.0,716.0,,Sunny
913,2567,2020-03-13,2702,165,Month 6,-70.0,-5.0,714.0,,Sunny
914,2565,2020-03-12,2701,164,Month 6,-73.0,-3.0,715.0,,Sunny
915,2564,2020-03-11,2700,164,Month 6,-71.0,-4.0,716.0,,Sunny
916,2563,2020-03-10,2699,163,Month 6,-68.0,-6.0,715.0,,Sunny
917,2562,2020-03-09,2698,163,Month 6,-69.0,-10.0,715.0,,Sunny
918,2559,2020-03-08,2697,162,Month 6,-70.0,-1.0,716.0,,Sunny
919,2561,2020-03-07,2696,161,Month 6,-71.0,-2.0,713.0,,Sunny
920,2558,2020-03-06,2695,161,Month 6,-70.0,-10.0,712.0,,Sunny
921,2560,2020-03-05,2694,160,Month 6,-70.0,-10.0,711.0,,Sunny
922,2557,2020-03-04,2693,160,Month 6,-69.0,-13.0,712.0,,Sunny
923,2556,2020-03-03,2692,159,Month 6,-70.0,-13.0,712.0,,Sunny
924,2555,2020-03-02,2691,159,Month 6,-69.0,-8.0,710.0,,Sunny
925,2553,2020-03-01,2690,158,Month 6,-69.0,-11.0,710.0,,Sunny
926,2554,2020-02-29,2689,158,Month 6,-69.0,-12.0,710.0,,Sunny
927,2552,2020-02-27,2688,157,Month 6,-68.0,-12.0,712.0,,Sunny
928,2551,2020-02-26,2687,157,Month 6,-71.0,-12.0,710.0,,Sunny
929,2550,2020-02-25,2686,156,Month 6,-71.0,-12.0,711.0,,Sunny
930,2549,2020-02-24,2685,156,Month 6,-69.0,-11.0,711.0,,Sunny
931,2548,2020-02-23,2684,155,Month 6,-70.0,-12.0,711.0,,Sunny
932,2547,2020-02-22,2683,154,Month 6,-70.0,-10.0,711.0,,Sunny
933,2546,2020-02-21,2682,154,Month 6,-70.0,-13.0,711.0,,Sunny
934,2545,2020-02-20,2681,153,Month 6,-70.0,-13.0,710.0,,Sunny
935,2543,2020-02-19,2680,153,Month 6,-70.0,-13.0,711.0,,Sunny
936,2542,2020-02-18,2679,152,Month 6,-70.0,-12.0,712.0,,Sunny
937,2544,2020-02-17,2678,152,Month 6,-71.0,-11.0,711.0,,Sunny
938,2540,2020-02-16,2677,151,Month 6,-72.0,-11.0,710.0,,Sunny
939,2538,2020-02-15,2676,151,Month 6,-71.0,-14.0,711.0,,Sunny
940,2541,2020-02-14,2675,150,Month 6,-71.0,-13.0,712.0,,Sunny
941,2539,2020-02-13,2674,150,Month 6,-71.0,-14.0,712.0,,Sunny
942,2536,2020-02-12,2673,149,Month 5,-71.0,-12.0,710.0,,Sunny
943,2537,2020-02-11,2672,149,Month 5,-70.0,-12.0,710.0,,Sunny
944,2535,2020-02-10,2671,148,Month 5,-71.0,-14.0,709.0,,Sunny
945,2534,2020-02-09,2670,148,Month 5,-71.0,-14.0,710.0,,Sunny
946,2533,2020-02-08,2669,147,Month 5,-71.0,-12.0,709.0,,Sunny
947,2532,2020-02-07,2668,147,Month 5,-70.0,-13.0,709.0,,Sunny
948,2531,2020-02-06,2667,146,Month 5,-70.0,-13.0,709.0,,Sunny
949,2530,2020-02-05,2666,145,Month 5,-70.0,-11.0,708.0,,Sunny
950,2529,2020-02-04,2665,145,Month 5,-69.0,-13.0,707.0,,Sunny
951,2528,2020-02-03,2664,144,Month 5,-68.0,-13.0,708.0,,Sunny
952,2527,2020-02-02,2663,144,Month 5,-70.0,-7.0,708.0,,Sunny
953,2526,2020-02-01,2662,143,Month 5,-69.0,-8.0,709.0,,Sunny
954,2525,2020-01-31,2661,143,Month 5,-71.0,-7.0,710.0,,Sunny
955,2522,2020-01-30,2660,142,Month 5,-71.0,-11.0,710.0,,Sunny
956,2523,2020-01-29,2659,142,Month 5,-74.0,-7.0,710.0,,Sunny
957,2524,2020-01-28,2658,141,Month 5,-73.0,-14.0,713.0,,Sunny
958,2521,2020-01-27,2657,141,Month 5,-74.0,-11.0,715.0,,Sunny
959,2520,2020-01-26,2656,140,Month 5,-73.0,-13.0,715.0,,Sunny
960,2519,2020-01-25,2655,140,Month 5,-74.0,-14.0,715.0,,Sunny
961,2518,2020-01-24,2654,139,Month 5,-74.0,-10.0,717.0,,Sunny
962,2517,2020-01-23,2653,139,Month 5,-75.0,-14.0,718.0,,Sunny
963,2516,2020-01-21,2652,138,Month 5,-75.0,-16.0,717.0,,Sunny
964,2515,2020-01-20,2651,138,Month 5,-75.0,-11.0,718.0,,Sunny
965,2514,2020-01-19,2650,137,Month 5,-77.0,-17.0,720.0,,Sunny
966,2513,2020-01-18,2649,137,Month 5,-78.0,-15.0,720.0,,Sunny
967,2511,2020-01-17,2648,136,Month 5,-77.0,-15.0,721.0,,Sunny
968,2512,2020-01-16,2647,136,Month 5,-77.0,-13.0,722.0,,Sunny
969,2510,2020-01-15,2646,135,Month 5,-77.0,-15.0,724.0,,Sunny
970,2509,2020-01-14,2645,135,Month 5,-78.0,-19.0,724.0,,Sunny
971,2507,2020-01-13,2644,134,Month 5,-79.0,-17.0,724.0,,Sunny
972,2508,2020-01-12,2643,134,Month 5,-75.0,-16.0,725.0,,Sunny
973,2506,2020-01-11,2642,133,Month 5,-75.0,-14.0,727.0,,Sunny
974,2504,2020-01-10,2641,133,Month 5,-75.0,-13.0,725.0,,Sunny
975,2505,2020-01-09,2640,132,Month 5,-75.0,-18.0,727.0,,Sunny
976,2502,2020-01-08,2639,132,Month 5,-76.0,-16.0,728.0,,Sunny
977,2503,2020-01-07,2638,131,Month 5,-76.0,-18.0,728.0,,Sunny
978,2501,2020-01-06,2637,131,Month 5,-75.0,-16.0,729.0,,Sunny
979,2498,2020-01-05,2636,130,Month 5,-74.0,-17.0,730.0,,Sunny
980,2500,2020-01-04,2635,130,Month 5,-76.0,-20.0,731.0,,Sunny
981,2497,2020-01-03,2634,129,Month 5,-75.0,-17.0,731.0,,Sunny
982,2499,2020-01-02,2633,129,Month 5,-76.0,-14.0,732.0,,Sunny
983,2491,2020-01-01,2632,128,Month 5,-76.0,-13.0,732.0,,Sunny
984,2494,2019-12-31,2631,128,Month 5,-76.0,-17.0,734.0,,Sunny
985,2484,2019-12-30,2630,127,Month 5,-77.0,-20.0,734.0,,Sunny
986,2495,2019-12-29,2629,127,Month 5,-76.0,-17.0,735.0,,Sunny
987,2485,2019-12-28,2628,126,Month 5,-76.0,-18.0,736.0,,Sunny
988,2492,2019-12-27,2627,126,Month 5,-75.0,-17.0,737.0,,Sunny
989,2488,2019-12-26,2626,125,Month 5,-76.0,-16.0,737.0,,Sunny
990,2490,2019-12-25,2625,125,Month 5,-77.0,-22.0,738.0,,Sunny
991,2487,2019-12-24,2624,124,Month 5,-77.0,-21.0,741.0,,Sunny
992,2489,2019-12-23,2623,124,Month 5,-76.0,-21.0,741.0,,Sunny
993,2493,2019-12-22,2622,123,Month 5,-76.0,-20.0,742.0,,Sunny
994,2486,2019-12-21,2621,123,Month 5,-77.0,-20.0,742.0,,Sunny
995,2496,2019-12-20,2620,122,Month 5,-77.0,-19.0,743.0,,Sunny
996,2483,2019-12-19,2619,122,Month 5,-77.0,-21.0,744.0,,Sunny
997,2482,2019-12-18,2618,121,Month 5,-77.0,-21.0,746.0,,Sunny
998,2481,2019-12-17,2617,121,Month 5,-79.0,-26.0,746.0,,Sunny
999,2480,2019-12-16,2616,121,Month 5,-77.0,-23.0,747.0,,Sunny
1000,2478,2019-12-14,2615,120,Month 5,-78.0,-19.0,748.0,,Sunny
1001,2477,2019-12-13,2614,120,Month 5,-78.0,-20.0,748.0,,Sunny
1002,2479,2019-12-12,2613,119,Month 4,-77.0,-25.0,750.0,,Sunny
1003,2475,2019-12-11,2612,119,Month 4,-76.0,-25.0,752.0,,Sunny
1004,2476,2019-12-10,2611,118,Month 4,-77.0,-21.0,753.0,,Sunny
1005,2473,2019-12-09,2610,118,Month 4,-78.0,-21.0,754.0,,Sunny
1006,2472,2019-12-08,2609,117,Month 4,-78.0,-22.0,755.0,,Sunny
1007,2471,2019-12-07,2608,117,Month 4,-78.0,-20.0,755.0,,Sunny
1008,2474,2019-12-06,2607,116,Month 4,-78.0,-20.0,756.0,,Sunny
1009,2470,2019-12-05,2606,116,Month 4,-77.0,-21.0,758.0,,Sunny
1010,2469,2019-12-04,2605,115,Month 4,-77.0,-20.0,760.0,,Sunny
1011,2468,2019-12-03,2604,115,Month 4,-79.0,-19.0,760.0,,Sunny
1012,2466,2019-12-02,2603,114,Month 4,-79.0,-23.0,761.0,,Sunny
1013,2467,2019-12-01,2602,114,Month 4,-78.0,-17.0,762.0,,Sunny
1014,2461,2019-11-30,2601,113,Month 4,-78.0,-23.0,764.0,,Sunny
1015,2462,2019-11-29,2600,113,Month 4,-78.0,-19.0,766.0,,Sunny
1016,2463,2019-11-28,2599,112,Month 4,-77.0,-21.0,766.0,,Sunny
1017,2460,2019-11-27,2598,112,Month 4,-78.0,-20.0,768.0,,Sunny
1018,2465,2019-11-26,2597,111,Month 4,-78.0,-19.0,768.0,,Sunny
1019,2464,2019-11-25,2596,111,Month 4,-78.0,-21.0,770.0,,Sunny
1020,2459,2019-11-24,2595,111,Month 4,-79.0,-21.0,771.0,,Sunny
1021,2457,2019-11-23,2594,110,Month 4,-79.0,-22.0,772.0,,Sunny
1022,2458,2019-11-22,2593,110,Month 4,-79.0,-21.0,773.0,,Sunny
1023,2456,2019-11-21,2592,109,Month 4,-78.0,-25.0,775.0,,Sunny
1024,2455,2019-11-20,2591,109,Month 4,-78.0,-25.0,776.0,,Sunny
1025,2454,2019-11-19,2590,108,Month 4,-79.0,-22.0,777.0,,Sunny
1026,2453,2019-11-18,2589,108,Month 4,-79.0,-27.0,778.0,,Sunny
1027,2449,2019-11-17,2588,107,Month 4,-77.0,-27.0,780.0,,Sunny
1028,2450,2019-11-16,2587,107,Month 4,-78.0,-28.0,781.0,,Sunny
1029,2451,2019-11-15,2586,106,Month 4,-78.0,-28.0,781.0,,Sunny
1030,2452,2019-11-14,2585,106,Month 4,-78.0,-20.0,782.0,,Sunny
1031,2448,2019-11-13,2584,105,Month 4,-78.0,-22.0,783.0,,Sunny
1032,2446,2019-11-12,2583,105,Month 4,-78.0,-19.0,784.0,,Sunny
1033,2445,2019-11-11,2582,104,Month 4,-79.0,-24.0,786.0,,Sunny
1034,2447,2019-11-10,2581,104,Month 4,-78.0,-20.0,788.0,,Sunny
1035,2443,2019-11-09,2580,104,Month 4,-79.0,-24.0,788.0,,Sunny
1036,2444,2019-11-07,2579,103,Month 4,-80.0,-25.0,790.0,,Sunny
1037,2441,2019-11-06,2578,103,Month 4,-78.0,-22.0,792.0,,Sunny
1038,2442,2019-11-05,2577,102,Month 4,-80.0,-22.0,793.0,,Sunny
1039,2440,2019-11-04,2576,102,Month 4,-80.0,-26.0,794.0,,Sunny
1040,2437,2019-11-03,2575,101,Month 4,-80.0,-26.0,796.0,,Sunny
1041,2439,2019-11-02,2574,101,Month 4,-77.0,-32.0,797.0,,Sunny
1042,2436,2019-11-01,2573,100,Month 4,-77.0,-32.0,797.0,,Sunny
1043,2438,2019-10-31,2572,100,Month 4,-80.0,-22.0,798.0,,Sunny
1044,2435,2019-10-30,2571,99,Month 4,-79.0,-27.0,800.0,,Sunny
1045,2433,2019-10-29,2570,99,Month 4,-78.0,-28.0,801.0,,Sunny
1046,2434,2019-10-28,2569,98,Month 4,-78.0,-22.0,803.0,,Sunny
1047,2432,2019-10-27,2568,98,Month 4,-80.0,-28.0,805.0,,Sunny
1048,2430,2019-10-26,2567,98,Month 4,-79.0,-21.0,806.0,,Sunny
1049,2429,2019-10-25,2566,97,Month 4,-80.0,-27.0,807.0,,Sunny
1050,2431,2019-10-24,2565,97,Month 4,-79.0,-27.0,808.0,,Sunny
1051,2426,2019-10-23,2564,96,Month 4,-79.0,-31.0,810.0,,Sunny
1052,2428,2019-10-22,2563,96,Month 4,-78.0,-29.0,811.0,,Sunny
1053,2427,2019-10-21,2562,95,Month 4,-79.0,-29.0,812.0,,Sunny
1054,2425,2019-10-20,2561,95,Month 4,-79.0,-25.0,814.0,,Sunny
1055,2423,2019-10-19,2560,94,Month 4,-79.0,-26.0,814.0,,Sunny
1056,2422,2019-10-18,2559,94,Month 4,-79.0,-26.0,816.0,,Sunny
1057,2424,2019-10-17,2558,93,Month 4,-81.0,-29.0,818.0,,Sunny
1058,2421,2019-10-16,2557,93,Month 4,-82.0,-26.0,819.0,,Sunny
1059,2420,2019-10-15,2556,93,Month 4,-82.0,-28.0,821.0,,Sunny
1060,2419,2019-10-14,2555,92,Month 4,-81.0,-30.0,822.0,,Sunny
1061,2418,2019-10-13,2554,92,Month 4,-82.0,-27.0,824.0,,Sunny
1062,2417,2019-10-12,2553,91,Month 4,-82.0,-28.0,824.0,,Sunny
1063,2416,2019-10-11,2552,91,Month 4,-82.0,-30.0,826.0,,Sunny
1064,2415,2019-10-10,2551,90,Month 4,-82.0,-30.0,828.0,,Sunny
1065,2414,2019-10-09,2550,90,Month 4,-83.0,-31.0,829.0,,Sunny
1066,2413,2019-10-08,2549,89,Month 3,-82.0,-30.0,830.0,,Sunny
1067,2412,2019-10-07,2548,89,Month 3,-81.0,-28.0,831.0,,Sunny
1068,2411,2019-10-06,2547,88,Month 3,-82.0,-24.0,832.0,,Sunny
1069,2410,2019-10-05,2546,88,Month 3,-82.0,-31.0,833.0,,Sunny
1070,2409,2019-10-04,2545,88,Month 3,-81.0,-33.0,835.0,,Sunny
1071,2408,2019-10-03,2544,87,Month 3,-81.0,-30.0,837.0,,Sunny
1072,2407,2019-10-02,2543,87,Month 3,-82.0,-29.0,837.0,,Sunny
1073,2406,2019-09-30,2542,86,Month 3,-83.0,-26.0,838.0,,Sunny
1074,2405,2019-09-29,2541,86,Month 3,-81.0,-30.0,839.0,,Sunny
1075,2402,2019-09-28,2540,85,Month 3,-81.0,-30.0,840.0,,Sunny
1076,2403,2019-09-27,2539,85,Month 3,-81.0,-30.0,842.0,,Sunny
1077,2404,2019-09-26,2538,84,Month 3,-83.0,-28.0,843.0,,Sunny
1078,2400,2019-09-25,2537,84,Month 3,-80.0,-29.0,843.0,,Sunny
1079,2401,2019-09-24,2536,83,Month 3,-82.0,-30.0,844.0,,Sunny
1080,2399,2019-09-23,2535,83,Month 3,-82.0,-25.0,845.0,,Sunny
